code;product;quantity;cost
26000AR0Gr;*СНЯТ*SINFONIA AR0 26.000 душ;1;275.74
26008000Gr;*СНЯТ*Grohe 26 008 000 ARIA Смеситель для душа;3;264.72
26011000Gr;*СНЯТ*Grohe 26 011 000 Avina Смеситель для душа;3;132.91
26051001Gr;Grohe 26 051 001 New Tempesta Cosmopolitan Верхний душ Ø100 мм, 1 режим, EcoJoy 5,7 л/мин;6;46.8
26053LS0Gr;Grohe 26 053 LS0 Rainshower Cosmopolitan Верхний душ Ø210 мм с потолочным кроншт. 142 мм;2;377.6
26056000Gr;Grohe 26 056 000 Rainshower Верхний душ Ø310 мм с боковым кронштейном 380 мм;2;451.2
26059LS0Gr;Grohe 26 059 LS0 Rainshower Veris Верхний душ 150х300 мм, 1 реж., с потол. душ. кроншт. 142 мм;2;495.6
26064000Gr;Grohe 26 064 000 Rainshower Allure Верхний душ 230х230 мм, 1 режим, с настен. кроншт. 286 мм;1;482.4
26065000Gr;Grohe 26 065 000 Rainshower Allure Верхний душ 230х230 мм, 1 режим с потолочным кроншт. 154 мм;1;442.8
26075000Gr;Grohe 26 075 000 Euphoria XXL 310 Душевая система для душа с терм., Ø310/115 мм, 1/3 режима;10;777.6
26082002Gr;Grohe 26 082 002 New Tempesta Cosmopolitan Ручной душ Ø100, 1 режим Rain;5;19.8
26083002Gr;Grohe 26 083 002 New Tempesta Cosmopolitan Душевой гарнитур L=600 мм, Ø100 мм, 1 реж, с полочкой;10;57.6
26084002Gr;Grohe 26 084 002 Tempesta Cosmopolitan Душевой набор Ø100 мм, 1 режим, шланг 1500 мм;2;32.4
26087000Gr;Grohe 26 087 000 Euphoria Cube XXL System Душ. сист. для душа с терм., 230х230/--, 1/1 режим;2;1114.8
26115DP0Gr;Grohe 26 115 DP0 Rainshower Icon Flower Collection Ручной душ Ø100 мм розовый/белый Орхидея;1;76.8
26146000Gr;Grohe 26 146 000 Rainshower Кронштейн боковой 422 мм, металл;6;72.0
26161001Gr;Grohe 26 161 001 New Tempesta Ручной душ Ø100 мм, 2 режима, 9,5 л/мин;2;22.2
26162001Gr;Grohe 26 162 001 New Tempesta Душевой гарнитур L=600 мм, Ø100 мм, 2 режима, EcoJoy 9,5 л/мин;2;52.8
26172000Gr;Grohe 26 172 000 Power&Soul Cosmopolitan Верхний душ Ø190 мм, 4 режима, с боковым кроншт. 450 мм;2;223.2
26172LS0Gr;Grohe 26 172 LS0 Power&Soul Cosmopolitan Верхний душ Ø190 мм, 4 режима, с боковым кроншт. 450 мм;1;273.6
26173000Gr;Grohe 26 173 000 Power&Soul Cosmopolitan Верхний душ Ø190 мм, 4 режима, потол. кроншт. 142 мм;1;176.47
26173LS0Gr;Grohe 26 173 LS0 Power&Soul Cosmopolitan Верхний душ Ø190 мм, 4 режима, потол. кроншт. 142 мм;1;211.76
26174000Gr;Grohe 26 174 000 Power&Soul Cosmopolitan Душевой набор Ø130 мм, 4 режима, шланг 1750 мм;1;152.4
26186000Gr;Grohe 26 186 000 Euphoria Power&Soul System Душевая сист. для душа с терм. Ø190/115 мм 4/1 режим;2;558.0
26187000Gr;Grohe 26 187 000 Euphoria XXL Душевая система для душа с термостатом 230x230/-- мм, 1/1 режим;2;699.6
26223001Gr;Grohe 26 223 001 New Tempesta Cosmopolitan Душ. сист. для ванны с терм. Ø210/100 мм, 1/2 реж.;7;597.6
26224001Gr;Grohe 26 224 001 Tempesta Cosmopolitan Душевая система для душа Ø210/100 мм, 1/2 режима;10;414.0
26249000Gr;Grohe 26 249 000 Euphoria 190 Душевая система для душа с терм. Ø190/100 мм, 1/3 режима;2;499.2
26250000Gr;Grohe 26 250 000 Rainshower System SmartControl Душевая сист. с терм. 220x361/115 мм 2/2 режима;7;1272.0
26257000Gr;Grohe 26 257 000 Rainshower Верхний душ Ø310 мм, с боковым кронштейном 422 мм;4;435.6
26317001Gr;Grohe 26 317 001 Costa S Смеситель для душа, керамика 180°;7;90.0
26328000Gr;Grohe 26 328 000 Sena Гигиенический душ с нажимной кнопкой управления металл;7;58.8
26329000Gr;Grohe 26 329 000 Sena Душевой набор с гигиеническим душем, с запорным вентилем, шл. 1000 мм;2;145.2
26330001Gr;Grohe 26 330 001 Costa L Смеситель для душа, резина;10;70.8
26332000Gr;Grohe 26 332 000 Sena Душевой набор с гигиеническим душем, с запорным вентилем, шл. 1250 мм;7;147.6
26333000Gr;Grohe 26 333 000 Sena Подключение для душевого шланга, с запорным клапаном;2;70.8
26334000Gr;Grohe 26 334 000 Silverflex Душевой шланг 1000 мм гладкий, Longlife, Twistfree;5;18.73
26335000Gr;Grohe 26 335 000 Silverflex Душевой шланг 1250 мм гладкий, Anti-Twist, LohgLife;3;21.07
26346000Gr;Grohe 26 346 000 Silverflex Душевой шланг 1500 мм гладкий, Twistfree, Longlife, 12Бар;6;23.37
26347IG0Gr;*СНЯТ*Grohe 26 347 IG0 Sentosa Смеситель для душа;1;124.75
26353000Gr;Grohe 26 353 000 Tempesta F Trigger spray Душевой набор с гигиенич. душем, 1 реж., шл. 1500 мм.;10;31.2
26354000Gr;Grohe 26 354 000 Tempesta-F Гигиенический набор, шланг 1250 мм;2;34.8
26355IL0Gr;Grohe 26 355 IL0 Tempesta-F Trigger Spray 30 Гигиенический набор;1;23.4
26358000Gr;Grohe 26 358 000 Tempesta-F Trigger Spray 30 Душевой набор с запорным вентилем, 1 вид струи;1;96.0
26361000Gr;Grohe 26 361 000 Rainshower System SmartControl Душевая система для душа с терм. 220х361/130 мм;2;1150.8
26363000Gr;Grohe 26 363 000 Euphoria XXL System Душевая система с терм., Ø210/110 мм, 1/3 режима;2;621.6
26370000Gr;Grohe 26 370 000 Euphoria Cube Подключение для душевого шланга с держателем для душа;6;33.6
26381001Gr;Grohe 26 381 001 New Tempesta Душевая система с переключателем Ø210/100 мм, 2/1 режим;7;229.2
26405000Gr;Grohe 26 405 000 Euphoria Cube Stick Душевой набор с 1 режимом струи;4;81.6
26453001Gr;Grohe 26 453 001 New Tempesta Cosmopolitan 200 Душевая система с переключателем;10;217.2
26459000Gr;Grohe 26 459 000 Euphoria SmartControl Верхний душ Ø260 мм, 3 реж.,с бок. кроншт. 380 мм, EcoJoy;5;200.4
26475000Gr;Grohe 26 475 000 Rainshower Верхний душ Ø310 мм, 2 режима (внешняя монтажная часть);1;471.6
26481000Gr;Grohe 26 481 000 Rainshower SmartActive Cube Верхний душ 310х310 мм, 2 реж., с потол. кр. 142 мм;1;496.8
26483000Gr;Grohe 26 483 000 Rainshower Универсальная встроенная часть, ½;7;98.4
26507LS0Gr;Grohe 26 507 LS0 Euphoria SmartControl Душевая система для душа, с терм., Ø310/110 мм, 2/3 режим;5;1138.8
26508000Gr;Grohe 26 508 000 Euphoria SmartControl Душевая сист. для душа с терм., 310х310/-- мм, 2/1 режим;1;960.0
26508LS0Gr;Grohe 26 508 LS0 Euphoria SmartControl Душевая сист. для душа с терм., 310х310/-- мм, 2/1 режим;1;1138.8
26509000Gr;Grohe 26 509 000 Euphoria SmartControl Душевая система для душа с терм Ø260/110 мм, 3/3 режима;1;855.6
26510000Gr;Grohe 26 510 000 Euphoria SmartControl Душевая система для ванны с терм., Ø260/110 мм, 3/3 реж.;3;996.0
26610000Gr;*СНЯТ*Grohe 26 610 000 Florida Смеситель для душа;2;0
26650000Gr;*СНЯТ*Sinfonia 26.650 душ;1;0
2679210AGr;Grohe 26 792 10A Costa S Смеситель для ванны с душевым гарнитуром, Керамика;10;177.6
27008000Gr;*СНЯТ*Grohe 27 008 000 FreeHander (монтажный набор для 27005);10;118.26
27030000Gr;*СНЯТ*Grohe 27 030 000 Rainshower Душевая система с переключателем Ø210/-- мм, 1/1 режим;2;594.72
27031000Gr;*СНЯТ*Grohe 27 031 000 Rainshower Душевая система БЕЗ верхнего и ручного душей;2;497.48
27032001Gr;Grohe 27 032 001 Rainshower System Душевая система для душа с терм Ø210/- мм 1/1 режим;3;877.2
27055000Gr;Grohe 27 055 000 ДЕРЖАТЕЛИ Rainshower Держатель регулируемый;6;39.6
27056000Gr;Grohe 27 056 000 ДЕРЖАТЕЛИ Rainshower Держатель настенный;2;26.4
27057000Gr;Grohe 27 057 000 Rainshower Подключение для душевого шланга;10;44.4
27065000Gr;Grohe 27 065 000 Relexa Trio Верхний душ Ø95 мм, 3 режима, (Normal/Jet/Rain);1;140.4
27066000Gr;Grohe 27 066 000 Relexa Боковой душ Ø65 мм, 2 режима (Normal/Eco);2;110.92
27074000Gr;Grohe 27 074 000 ДЕРЖАТЕЛИ Rainshower Держатель ручного душа;2;28.8
27074DC0Gr;Grohe 27 074 DC0 ДЕРЖАТЕЛИ Rainshower Держатель ручного душа;1;51.6
27074LS0Gr;Grohe 27 074 LS0 ДЕРЖАТЕЛИ Rainshower Держатель ручного душа;4;36.0
27075000Gr;Grohe 27 075 000 ДЕРЖАТЕЛИ Rainshower Держатель ручного душа квадратная розетка;8;28.8
27076000Gr;Grohe 27 076 000 Rainshower Подключение для душевого шланга;4;44.4
27128000Gr;Grohe 27 128 000 Rainshower Rustic Верхний душ Ø167 мм, 4 режима (Rain/Jet/Pure/Champagne), 1/2;1;132.0
27134000Gr;Grohe 27 134 000 Rainshower Cosmopolitan Верхний душ Ø160 мм, 4 режима (Rain/Jet/Pure/Champagne);3;108.0
27137000Gr;Grohe 27 137 000 Silverflex Душевой шланг 2000 мм гладкий, Twistfree;7;23.21
27220000Gr;Grohe 27 220 000 Euphoria 110 Duo Ручной душ Ø110 мм, 2 режима Rain, SmartRain;3;38.4
27221000Gr;Grohe 27 221 000 Euphoria 110 Massage Ручной душ Ø110 мм, 3 режима (Rain/Massage/SmartRain);4;51.6
27222000Gr;Grohe 27 222 000 Euphoria 110 Champagne Ручной душ Ø110 мм, 3 режима;7;57.6
27226001Gr;Grohe 27 226 001 Euphoria Massage Душевой гарнитур L=900 мм, Ø110 мм, 3 режима;10;104.4
27227001Gr;Grohe 27 227 001 Euphoria Champagne Душевой гарнитур L=900 мм, Ø110 мм, 3 режима;5;110.4
27231001Gr;Grohe 27 231 001 Euphoria Massage Душевой гарнитур L=600 мм, Ø110 мм, 3 режима;4;98.4
27232001Gr;Grohe 27 232 001 Euphoria Champagne Душевой гарнитур L=600 мм, Ø110 мм, 3 режима;7;104.4
27236000Gr;*СНЯТ*Grohe 27 236 000 Euphoria Верхний душ Ø110 мм, 3 режима;1;74.0
27243001Gr;Grohe 27 243 001 Euphoria Massage Душевой гарнитур L=600 мм, Ø110 мм, 3 режима;10;98.4
27243LS1Gr;Grohe 27 243 LS1 Euphoria Massage Душевой гарнитур L=600 мм, Ø110 мм, 3 режима;1;86.4
27251000Gr;Grohe 27 251 000 Rainshower F-Series Боковой душ 127x127 мм, 1 режим, включая встраив. механизм;10;94.8
27265000Gr;Grohe 27 265 000 Euphoria 110 Mono Ø100 мм, 1 режим Rain;4;30.0
27266001Gr;Grohe 27 266 001 Euphoria Mono Душевой гарнитур L=600 мм, Ø110 мм, 1 режим;10;76.8
27267001Gr;Grohe 27 267 001 Euphoria Душевой гарнитур L=900 мм, Ø110 мм, 1 режим;3;79.2
27271000Gr;Grohe 27 271 000 Rainshower F-Series Верхний душ 254x254 мм, 1 режим Rain, 1/2;7;388.8
27274LS0Gr;*СНЯТ*Grohe 27 274 LS0 Rainshower ECO Ручной душ (белый/зеленый);1;94.2
27296001Gr;Grohe 27 296 001 Euphoria System Душевая система для душа с терм, Ø180/110 мм, 1/3 режима;7;492.0
27296002Gr;Grohe 27 296 002 Euphoria System Душевая система для душа с терм., Ø260/110 мм, 3/3 режима;10;519.6
27354000Gr;Grohe 27 354 000 Euphoria Душевой набор Ø110 мм, 1 режим Rain, шланг 1250 мм.;2;48.0
27367000Gr;Grohe 27 367 000 Euphoria Cosmopolitan Ручной душ 1 режим;7;43.2
27369000Gr;Grohe 27 369 000 Euphoria Cosmopolitan Stick Душевой набор 1 режим;2;68.4
27370000Gr;Grohe 27 370 000 Rainshower Solo Верхний душ Ø190 мм, 1 режим Rain, 1/2;1;146.32
27374000Gr;Grohe 27 374 000 Rainshower System Душ. сист. для душа с терм. Ø210/- мм, 1/1 реж., 4 бок. форс;1;1191.8
27376000Gr;Grohe 27 376 000 Rainshower Solo Ручной душ Ø100 мм, 1 режим Rain, EcoJoy;2;60.0
27389002Gr;Grohe 27 389 002 New Tempesta 200 Душевая система с переключателем Ø200/100 мм, 2/4 режима;10;204.0
27394002Gr;Grohe 27 394 002 New Tempesta Cosmopolitan Душевая система с переключателем Ø200/100 мм, 2/4 реж;10;205.2
27399002Gr;Grohe 27 399 002 New Tempesta Rustic Душевая система с переключателем, Ø200/100 мм, 2/4 режима;10;207.6
